country;receptor;s_year;s_month;s_day;start;e_year;e_month;e_day;end;leader;office;description;election_year;lame_duck;gdpcapita;external_balance
France;Canada;2014;November;2;02/11/2014;2014;November;4;04/11/2014;François Hollande;President;President Hollande travelled to Canada for a state visit. On Sunday, 2 November, he arrived in Calgary, where he met with Prime Minister Stephen Harper, both of whom then travelled to the Banff National Park in Banff. In Banff, a state dinner was held by Governor General David Johnston. President Hollande and Prime Minister Harper also discussed international security, trade and economic development, innovation, and the ties between their peoples. On Monday, 3 November, President Hollande addressed the Parliament of Canada in Ottawa, where he addressed environmental issues regarding climate change. On Tuesday, 4 November, President Hollande visited Quebec City, where he addressed the National Assembly of Quebec, before travelling to Montreal.;0;0;43068,55;-0,1145
France;Australia;2014;November;15;15/11/2014;2014;November;16;16/11/2014;François Hollande;President;On 15 and 16 November, President Hollande travelled to Brisbane to attend the 2014 G-20 Brisbane summit, becoming the first French president to visit Australia.;0;0;43068,55;-0,1145
France;Australia;2014;November;18;18/11/2014;2014;November;19;19/11/2014;François Hollande;President;On 18 and 19 November, President Hollande travelled to Canberra and Sydney, returning to Australia for a state visit after a visit to the French overseas collectivity of New Caledonia.;0;0;43068,55;-0,1145
France;Guinea;2014;November;28;28/11/2014;2014;November;29;29/11/2014;François Hollande;President;See also: Responses to the Ebola virus epidemic in West Africa;0;0;43068,55;-0,1145
France;Senegal;2014;November;29;29/11/2014;2014;November;30;30/11/2014;François Hollande;President;On 29 and 30 November, President Hollande paid an official visit to Dakar, where he attended the Francophonie summit.;0;0;43068,55;-0,1145
France;Kazakhstan;2014;December;5;05/12/2014;2014;December;6;06/12/2014;François Hollande;President;President Hollande travelled to Astana for a two-day visit in order to discuss human rights issues with President Nursultan Nazarbayev. President Hollande also attended the inauguration of a Charles de Gaulle monument in Astana.;0;0;43068,55;-0,1145
France;Russia;2014;December;6;06/12/2014;2014;December;6;06/12/2014;François Hollande;President;Before returning to France, President Hollande paid an unscheduled visit to Moscow, where he met with President Vladimir Putin at Moscow's Vnukovo International Airport to discuss the Russo-Ukrainian War.;0;0;43068,55;-0,1145
France;Belgium;2014;December;18;18/12/2014;2014;December;18;18/12/2014;François Hollande;President;President Hollande travelled to Brussels in order to attend the European Council which focused on investment in Europe and the War in Donbass.;0;0;43068,55;-0,1145
France;Switzerland;2015;January;23;23/01/2015;2015;January;23;23/01/2015;François Hollande;President;In Davos, President Hollande attended the World Economic Forum Annual Meeting, where he addressed business leaders to fight against terrorism.;0;0;36652,92;-0,5664
France;Saudi Arabia;2015;January;24;24/01/2015;2015;January;24;24/01/2015;François Hollande;President;President Hollande was among several world leaders who flew to Riyadh in order to pay their respects to the late King Abdullah.;0;0;36652,92;-0,5664
France;Poland;2015;January;27;27/01/2015;2015;January;27;27/01/2015;François Hollande;President;President Hollande was among several world leaders attending the commemoration of the liberation of the Auschwitz concentration camp.;0;0;36652,92;-0,5664
France;Ukraine;2015;February;5;05/02/2015;2015;February;5;05/02/2015;François Hollande;President;President Hollande, along with German Chancellor Angela Merkel, travelled to Kyiv in order to meet with President Petro Poroshenko to discuss peace initiatives on the Russo-Ukrainian War.;0;0;36652,92;-0,5664
France;Russia;2015;February;6;06/02/2015;2015;February;6;06/02/2015;François Hollande;President;After visiting Kyiv, President Hollande and German Chancellor Merkel travelled to Moscow in order to meet with President Vladimir Putin to discuss peace initiatives on the Russo-Ukrainian War.;0;0;36652,92;-0,5664
France;Belarus;2015;February;11;11/02/2015;2015;February;12;12/02/2015;François Hollande;President;President Hollande, along with German Chancellor Merkel, Russian President Putin and Ukrainian President Poroshenko, travelled to Minsk in order to attend a summit regarding the peace initiatives on the Russo-Ukrainian War.;0;0;36652,92;-0,5664
France;Belgium;2015;February;12;12/02/2015;2015;February;12;12/02/2015;François Hollande;President;President Hollande travelled to Brussels in order to attend the informal European Council, which focused on Ukraine, terrorism, and the monetary union.;0;0;36652,92;-0,5664
France;Philippines;2015;February;26;26/02/2015;2015;February;27;27/02/2015;François Hollande;President;"President Hollande arrived in Manila on Thursday, 26 February, as part of a two-day state visit, becoming the first French head of state to visit the Philippines. Upon arrival at Villamor Air Base, he was welcomed by Vice President Jejomar Binay and Foreign Secretary Albert del Rosario, before attending a wreath-laying ceremony at the Rizal Monument in Rizal Park. At the ceremony, Hollande was awarded the ""Key to the City"" by Manila Mayor Joseph Estrada.";0;0;36652,92;-0,5664
France;Spain;2015;March;4;04/03/2015;2015;March;4;04/03/2015;François Hollande;President;President Hollande met with Prime Minister Mariano Rajoy during a summit with Spain, Portugal and the European Commission on energy.;0;0;36652,92;-0,5664
France;Luxembourg;2015;March;6;06/03/2015;2015;March;6;06/03/2015;François Hollande;President;President Hollande travelled to Luxembourg on a state visit to meet with Grand Duke Henri and Prime Minister Xavier Bettel. He urged Prime Minister Bettel to battle tax avoidance, in light of the Luxembourg Leaks. In Luxembourg, President Hollande also announced France's €8 billion contribution to European Commission President Jean-Claude Juncker's economic growth plan.;0;0;36652,92;-0,5664
France;Belgium;2015;March;19;19/03/2015;2015;March;20;20/03/2015;François Hollande;President;President Hollande travelled to Brussels in order to attend the European Council, which focused on the Greek government-debt crisis and energy union.;0;0;36652,92;-0,5664
France;Tunisia;2015;March;29;29/03/2015;2015;March;29;29/03/2015;François Hollande;President;In Tunis, President Hollande participated in the march to honor the victims of the Bardo National Museum attack.;0;0;36652,92;-0,5664
France;Germany;2015;March;31;31/03/2015;2015;March;31;31/03/2015;François Hollande;President;President Hollande met with Chancellor Angela Merkel in Berlin to discuss Germanwings Flight 9525.;0;0;36652,92;-0,5664
France;Switzerland;2015;April;15;15/04/2015;2015;April;16;16/04/2015;François Hollande;President;President Hollande travelled to Switzerland for the second time within a year, where he met with President Simonetta Sommaruga to discuss their countries' relations with regards to disputes over Switzerland's banking privacy. The President also travelled to Zürich and Lausanne with President Sommaruga.;0;0;36652,92;-0,5664
France;Belgium;2015;April;23;23/04/2015;2015;April;23;23/04/2015;François Hollande;President;President Hollande travelled to Brussels in order to attend an extraordinary European Council, which focused on the migrants crisis.;0;0;36652,92;-0,5664
France;Armenia;2015;April;24;24/04/2015;2015;April;24;24/04/2015;François Hollande;President;In Yerevan, President Hollande commemorated the centenary of the Armenian genocide at Tsitsernakaberd. The President also met with Russian President Vladimir Putin.;0;0;36652,92;-0,5664
France;Azerbaijan;2015;April;25;25/04/2015;2015;April;25;25/04/2015;François Hollande;President;President Hollande paid a quick visit to Baku, where he met with President Ilham Aliyev.;0;0;36652,92;-0,5664
France;Qatar;2015;May;4;04/05/2015;2015;May;4;04/05/2015;François Hollande;President;In Doha, President Hollande signed a contract for the sale of 24 Rafale fighter jets.;0;0;36652,92;-0,5664
France;Saudi Arabia;2015;May;4;04/05/2015;2015;May;5;05/05/2015;François Hollande;President;In Riyadh, President Hollande attended the summit of the Gulf Cooperation Council.;0;0;36652,92;-0,5664
France;Cuba;2015;May;11;11/05/2015;2015;May;11;11/05/2015;François Hollande;President;President Hollande visited Havana on 11 May, as part of a five-day visit to the Caribbean. Hollande became the first French head of state to visit the country. During this visit, Hollande met with former President Fidel Castro and his brother Raúl Castro, the current President. Hollande also delivered a speech at the University of Havana regarding France's commitment to Cuba's development after the United States embargo against Cuba.;0;0;36652,92;-0,5664
France;Haiti;2015;May;12;12/05/2015;2015;May;12;12/05/2015;François Hollande;President;President Hollande met with President Michel Martelly during his state visit to Haiti.;0;0;36652,92;-0,5664
